"RcptCode","RcptNo","ROCode","RONo","RcptDate","RcptAmt","PayMode","ChqNo","BankName","Rmk"
$777.00,$2373.00,$2250.00,$4305.00,3-12-2019 0:00:00,$21000.00,"NEFT / RTGS","","",""
$778.00,$2374.00,$2252.00,$4307.00,4-12-2019 0:00:00,$3900.00,"CASH","","",""
$779.00,$2375.00,$2279.00,$4334.00,14-12-2019 0:00:00,$2000.00,"CASH","","GOOGLE PAY ",""
$780.00,$2376.00,$2236.00,$4291.00,13-12-2019 0:00:00,$27810.00,"CHEQUE","070598","AXIS BANK",""
$781.00,$2377.00,$2264.00,$4319.00,16-12-2019 0:00:00,$200000.00,"NEFT / RTGS","","",""
$782.00,$2378.00,$2198.00,$4253.00,18-12-2019 0:00:00,$15907.00,"NEFT / RTGS","","",""
$783.00,$2379.00,$2166.00,$4221.00,11-11-2019 0:00:00,$4536.00,"CASH","","",""
$784.00,$2380.00,$2258.00,$4313.00,18-12-2019 0:00:00,$4536.00,"CASH","","",""
$785.00,$2381.00,$2268.00,$4323.00,11-12-2019 0:00:00,$1900.00,"CASH","","",""
$786.00,$2382.00,$2300.00,$4355.00,30-12-2019 0:00:00,$2200.00,"CASH","--","--",""
$787.00,$2383.00,$2244.00,$4299.00,24-12-2019 0:00:00,$2650.00,"CASH","","",""
$788.00,$2384.00,$2332.00,$4387.00,2-1-2020 0:00:00,$610.00,"CASH","","",""
$789.00,$2385.00,$2316.00,$4371.00,6-1-2020 0:00:00,$39690.00,"NEFT / RTGS","","",""
$790.00,$2386.00,$2168.00,$4223.00,2-12-2019 0:00:00,$3823.20,"CASH","","",""
$791.00,$2387.00,$2169.00,$4224.00,2-12-2019 0:00:00,$3982.50,"CASH","","",""
$793.00,$2389.00,$2341.00,$4396.00,9-1-2020 0:00:00,$4540.00,"CASH","","",""
$794.00,$2390.00,$2378.00,$4433.00,18-1-2020 0:00:00,$5000.00,"CASH","","",""
$795.00,$2391.00,$2379.00,$4434.00,18-1-2020 0:00:00,$1000.00,"CASH","","",""
$796.00,$2392.00,$2235.00,$4290.00,18-1-2020 0:00:00,$7568.00,"CHEQUE","553140","AXIS BANK ",""
$797.00,$2393.00,$2357.00,$4412.00,11-1-2020 0:00:00,$1000.00,"CASH","","",""
$798.00,$2394.00,$2263.00,$4318.00,10-12-2019 0:00:00,$2000.00,"CASH","","",""
$799.00,$2395.00,$2383.00,$4438.00,20-1-2020 0:00:00,$2000.00,"CASH","","",""
$800.00,$2396.00,$2396.00,$4451.00,22-1-2020 0:00:00,$5260.00,"CASH","","",""
$801.00,$2397.00,$2392.00,$4447.00,24-1-2020 0:00:00,$3700.00,"CASH","","",""
$802.00,$2398.00,$2227.00,$4282.00,3-12-2019 0:00:00,$100000.00,"NEFT / RTGS","","",""
$803.00,$2399.00,$2233.00,$4288.00,18-12-2019 0:00:00,$143259.00,"NEFT / RTGS","","",""
$804.00,$2400.00,$2296.00,$4351.00,14-1-2020 0:00:00,$100000.00,"NEFT / RTGS","","",""
$805.00,$2401.00,$2306.00,$4361.00,24-1-2020 0:00:00,$55537.00,"NEFT / RTGS","","",""
$806.00,$2402.00,$2385.00,$4440.00,28-1-2020 0:00:00,$200000.00,"NEFT / RTGS","","",""
$807.00,$2403.00,$2335.00,$4390.00,28-1-2020 0:00:00,$1600.00,"CASH","","",""
$810.00,$2406.00,$2320.00,$4375.00,1-2-2020 0:00:00,$32808.00,"CHEQUE","049281","PRATHMA BANK ",""
$809.00,$2405.00,$2393.00,$4448.00,22-1-2020 0:00:00,$2700.00,"CASH","","",""
$811.00,$2407.00,$2404.00,$4459.00,1-2-2020 0:00:00,$19593.00,"CHEQUE","000294","BANK OF BAROD","3 RO PAYMNET "
$813.00,$2409.00,$2421.00,$4476.00,7-2-2020 0:00:00,$200000.00,"NEFT / RTGS","","",""
$814.00,$2410.00,$2322.00,$4377.00,12-2-2020 0:00:00,$23436.00,"CASH","","",""
$815.00,$2411.00,$2361.00,$4416.00,11-2-2020 0:00:00,$451154.00,"NEFT / RTGS","","",""
$816.00,$2412.00,$2391.00,$4446.00,28-1-2020 0:00:00,$200000.00,"NEFT / RTGS","","",""
$817.00,$2413.00,$2459.00,$4514.00,19-2-2020 0:00:00,$2000.00,"CASH","","",""
$818.00,$2414.00,$2199.00,$4254.00,15-11-2019 0:00:00,$5000.00,"CASH","","",""
$819.00,$2415.00,$2464.00,$4519.00,20-2-2020 0:00:00,$11907.00,"CHEQUE","668743","ORIENTAL BANK OF COMMERCE",""
$820.00,$2416.00,$2463.00,$4518.00,20-2-2020 0:00:00,$19732.00,"CHEQUE","668742","ORIENTAL BANK OF COMMERCE",""
$792.00,$2388.00,$2225.00,$4280.00,1-1-2020 0:00:00,$10000.00,"CASH","","",""
$793.00,$2389.00,$2225.00,$4280.00,30-1-2020 0:00:00,$1000.00,"CASH","","",""
$794.00,$2390.00,$2225.00,$4280.00,31-1-2020 0:00:00,$1000.00,"CASH","","",""
$795.00,$2391.00,$2225.00,$4280.00,5-2-2020 0:00:00,$1000.00,"CASH","","",""
$796.00,$2392.00,$2225.00,$4280.00,6-2-2020 0:00:00,$1000.00,"CASH","","",""
$797.00,$2393.00,$2225.00,$4280.00,8-2-2020 0:00:00,$1000.00,"CASH","","",""
$798.00,$2394.00,$2225.00,$4280.00,12-2-2020 0:00:00,$1000.00,"CASH","","",""
$799.00,$2395.00,$2225.00,$4280.00,15-2-2020 0:00:00,$1000.00,"CASH","","",""
$800.00,$2396.00,$2225.00,$4280.00,18-2-2020 0:00:00,$1000.00,"CASH","","",""
$812.00,$2408.00,$2384.00,$4439.00,6-2-2020 0:00:00,$55672.00,"NEFT / RTGS","","",""
$813.00,$2409.00,$2384.00,$4439.00,18-2-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$808.00,$2404.00,$1895.00,$3950.00,30-1-2020 0:00:00,$50000.00,"CHEQUE","069452","SBI",""
$821.00,$2417.00,$2468.00,$4523.00,21-2-2020 0:00:00,$1910.00,"CASH","","",""
$801.00,$2397.00,$2225.00,$4280.00,25-2-2020 0:00:00,$1000.00,"CASH","","",""
$822.00,$2418.00,$2432.00,$4487.00,10-2-2020 0:00:00,$55426.00,"CHEQUE","399912","AXIS  BANK LTD.",""
$823.00,$2419.00,$2350.00,$4405.00,25-2-2020 0:00:00,$54940.00,"CHEQUE","400144","AXIS BANK LTD.","4430, 3330, 4331, 4405"
$824.00,$2420.00,$2329.00,$4384.00,25-2-2020 0:00:00,$31752.00,"NEFT / RTGS","","",""
$825.00,$2421.00,$2395.00,$4450.00,24-2-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$826.00,$2422.00,$2498.00,$4553.00,5-3-2020 0:00:00,$2000.00,"CASH","","",""
$827.00,$2423.00,$2522.00,$4577.00,11-3-2020 0:00:00,$630.00,"CASH","","",""
$828.00,$2424.00,$2523.00,$4578.00,11-3-2020 0:00:00,$730.00,"CASH","","",""
$829.00,$2425.00,$2471.00,$4526.00,12-3-2020 0:00:00,$19656.00,"CHEQUE","000311","BANK OF BARODA","PAYMENT OF 2 RO"
$830.00,$2426.00,$2539.00,$4594.00,14-3-2020 0:00:00,$1680.00,"CASH","","",""
$831.00,$2427.00,$2449.00,$4504.00,16-3-2020 0:00:00,$7885.00,"CHEQUE","553173","AXIS BANK LTD.",""
$832.00,$2428.00,$2057.00,$4112.00,13-11-2019 0:00:00,$61145.00,"NEFT / RTGS","","",""
$833.00,$2429.00,$2081.00,$4136.00,7-1-2020 0:00:00,$9958.00,"NEFT / RTGS","","",""
$834.00,$2430.00,$2146.00,$4201.00,15-2-2020 0:00:00,$17674.00,"NEFT / RTGS","","",""
$835.00,$2431.00,$2448.00,$4503.00,17-3-2020 0:00:00,$22022.00,"NEFT / RTGS","","",""
$836.00,$2432.00,$2548.00,$4603.00,16-3-2020 0:00:00,$9000.00,"CASH","","",""
$837.00,$2433.00,$2479.00,$4534.00,18-3-2020 0:00:00,$27836.00,"NEFT / RTGS","","",""
$838.00,$2434.00,$2477.00,$4532.00,7-3-2020 0:00:00,$40236.00,"NEFT / RTGS","","",""
$839.00,$2435.00,$2460.00,$4515.00,19-2-2020 0:00:00,$1750.00,"CASH","","",""
$840.00,$2436.00,$2469.00,$4524.00,22-2-2020 0:00:00,$1000.00,"CASH","","",""
$841.00,$2437.00,$2551.00,$4606.00,21-3-2020 0:00:00,$1000.00,"CASH","","",""
$842.00,$2438.00,$2562.00,$4617.00,18-5-2020 0:00:00,$5292.00,"CHEQUE","001821","AXIS BANK LTD.",""
$843.00,$2439.00,$2567.00,$4622.00,30-4-2020 0:00:00,$33768.00,"NEFT / RTGS","","",""
$844.00,$2440.00,$2373.00,$4428.00,5-3-2020 0:00:00,$20006.00,"CHEQUE","053808","BOB",""
$845.00,$2441.00,$2136.00,$4191.00,2-12-2019 0:00:00,$30000.00,"NEFT / RTGS","","",""
$846.00,$2442.00,$2148.00,$4203.00,17-12-2019 0:00:00,$30000.00,"NEFT / RTGS","","",""
$847.00,$2443.00,$2156.00,$4211.00,5-2-2020 0:00:00,$20000.00,"NEFT / RTGS","","",""
$848.00,$2444.00,$2204.00,$4259.00,29-2-2020 0:00:00,$20000.00,"NEFT / RTGS","","",""
$849.00,$2445.00,$2290.00,$4345.00,21-5-2020 0:00:00,$13000.00,"NEFT / RTGS","","",""
$850.00,$2446.00,$2224.00,$4279.00,21-12-2019 0:00:00,$94499.00,"NEFT / RTGS","","",""
$851.00,$2447.00,$2446.00,$4501.00,21-4-2020 0:00:00,$30000.00,"CASH","","",""
$809.00,$2405.00,$1895.00,$3950.00,8-1-2020 0:00:00,$50000.00,"CHEQUE","","",""
$852.00,$2448.00,$1905.00,$3960.00,30-1-2020 0:00:00,$50000.00,"CHEQUE","","",""
$853.00,$2449.00,$1915.00,$3970.00,17-3-2020 0:00:00,$50000.00,"CHEQUE","","",""
$854.00,$2450.00,$2431.00,$4486.00,8-2-2020 0:00:00,$4535.00,"CASH","","",""
$855.00,$2451.00,$2619.00,$4674.00,11-6-2020 0:00:00,$46787.00,"NEFT / RTGS","----","11/06/2020",""
$857.00,$2453.00,$2512.00,$4567.00,19-6-2020 0:00:00,$10180.00,"CHEQUE","000314","BANK OF BARODA",""
$858.00,$2454.00,$2613.00,$4668.00,20-6-2020 0:00:00,$4800.00,"CASH","","",""
$859.00,$2455.00,$2634.00,$4689.00,11-6-2020 0:00:00,$2400.00,"CASH","","",""
$860.00,$2456.00,$2592.00,$4647.00,20-6-2020 0:00:00,$16884.00,"NEFT / RTGS","","",""
$856.00,$2452.00,$2629.00,$4684.00,18-6-2020 0:00:00,$15162.00,"NEFT / RTGS","NEFT","IN KARNATAKA BANK LTD","UTR-SAA85782737, ADVT OF DAINIK JAGRAN & HINUSTAN."
$861.00,$2457.00,$2664.00,$4719.00,20-7-2020 0:00:00,$931.00,"NEFT / RTGS","","",""
$862.00,$2458.00,$2662.00,$4717.00,27-6-2020 0:00:00,$1000.00,"CASH","","",""
$863.00,$2459.00,$2658.00,$4713.00,21-7-2020 0:00:00,$46675.00,"NEFT / RTGS","","",""
$864.00,$2460.00,$2715.00,$4770.00,1-1-2001 0:00:00,$2924.00,"NEFT / RTGS","UPI","",""
$865.00,$2461.00,$2675.00,$4730.00,2-7-2020 0:00:00,$1000.00,"CASH","","",""
$866.00,$2462.00,$2682.00,$4737.00,4-7-2020 0:00:00,$1000.00,"CASH","","",""
$867.00,$2463.00,$2696.00,$4751.00,10-7-2020 0:00:00,$1000.00,"CASH","","",""
$868.00,$2464.00,$2717.00,$4772.00,25-7-2020 0:00:00,$1000.00,"CASH","","",""
$869.00,$2465.00,$2718.00,$4773.00,28-7-2020 0:00:00,$2000.00,"CASH","","",""
$870.00,$2466.00,$2730.00,$4785.00,4-8-2020 0:00:00,$5200.00,"CASH","","",""
$871.00,$2467.00,$2478.00,$4533.00,25-2-2020 0:00:00,$2000.00,"CASH","","",""
$872.00,$2468.00,$2410.00,$4465.00,28-1-2020 0:00:00,$593.00,"CASH","","",""
$873.00,$2469.00,$2483.00,$4538.00,29-2-2020 0:00:00,$1000.00,"CASH","","",""
$874.00,$2470.00,$2486.00,$4541.00,2-3-2020 0:00:00,$2000.00,"CASH","","",""
$875.00,$2471.00,$2509.00,$4564.00,6-3-2020 0:00:00,$1050.00,"CASH","","",""
$876.00,$2472.00,$2542.00,$4597.00,14-3-2020 0:00:00,$177.00,"CASH","","",""
$877.00,$2473.00,$2753.00,$4808.00,18-8-2020 0:00:00,$2000.00,"CASH","","",""
$878.00,$2474.00,$2762.00,$4818.00,28-8-2020 0:00:00,$1000.00,"CASH","","",""
$879.00,$2475.00,$2399.00,$4454.00,27-7-2020 0:00:00,$30000.00,"CHEQUE","000004","AXIS BANK LTD.",""
$880.00,$2476.00,$2455.00,$4510.00,28-8-2020 0:00:00,$25000.00,"CHEQUE","399629","AXIS BANK LTD.",""
$881.00,$2477.00,$2564.00,$4619.00,19-5-2020 0:00:00,$30000.00,"NEFT / RTGS","","",""
$882.00,$2478.00,$2568.00,$4623.00,8-6-2020 0:00:00,$18070.00,"NEFT / RTGS","","",""
$883.00,$2479.00,$2593.00,$4648.00,16-6-2020 0:00:00,$40791.00,"NEFT / RTGS","","",""
$884.00,$2480.00,$2654.00,$4709.00,2-7-2020 0:00:00,$58378.00,"NEFT / RTGS","","",""
$885.00,$2481.00,$2713.00,$4768.00,6-8-2020 0:00:00,$103782.00,"NEFT / RTGS","","",""
$886.00,$2482.00,$2648.00,$4703.00,28-7-2020 0:00:00,$18468.00,"NEFT / RTGS","","",""
$887.00,$2483.00,$2751.00,$4806.00,29-8-2020 0:00:00,$31197.00,"NEFT / RTGS","","",""
$888.00,$2484.00,$2665.00,$4720.00,26-8-2020 0:00:00,$19077.00,"CHEQUE","054298","PRATHMA BANK",""
$889.00,$2485.00,$2716.00,$4771.00,7-8-2020 0:00:00,$29635.00,"NEFT / RTGS","","",""
$890.00,$2486.00,$2712.00,$4767.00,28-8-2020 0:00:00,$38800.00,"NEFT / RTGS","","",""
$891.00,$2487.00,$2760.00,$4815.00,7-9-2020 0:00:00,$24418.00,"NEFT / RTGS","","",""
$892.00,$2488.00,$2747.00,$4802.00,8-9-2020 0:00:00,$8386.00,"NEFT / RTGS","","",""
$893.00,$2489.00,$2779.00,$4834.00,10-9-2020 0:00:00,$4100.00,"CASH","","",""
$894.00,$2490.00,$2759.00,$4814.00,9-9-2020 0:00:00,$66755.00,"NEFT / RTGS","","",""
$895.00,$2491.00,$2740.00,$4795.00,2-9-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$896.00,$2492.00,$2797.00,$4852.00,14-9-2020 0:00:00,$1000.00,"CASH","","",""
$897.00,$2493.00,$2782.00,$4837.00,15-9-2020 0:00:00,$4600.00,"CASH","","",""
$898.00,$2494.00,$2803.00,$4858.00,16-9-2020 0:00:00,$3400.00,"CASH","","",""
$899.00,$2495.00,$2815.00,$4870.00,30-9-2020 0:00:00,$9000.00,"NEFT / RTGS","","",""
$900.00,$2496.00,$2792.00,$4847.00,29-9-2020 0:00:00,$300000.00,"NEFT / RTGS","","","SIRMAUR SOAP AND ALLIED "
$901.00,$2497.00,$2834.00,$4889.00,5-10-2020 0:00:00,$2009.00,"NEFT / RTGS","","KARNATAKA BANK LTD",""
$902.00,$2498.00,$2811.00,$4866.00,29-10-2020 0:00:00,$668.00,"CASH","","","PAYTM TO DEEPAK"
$903.00,$2499.00,$2812.00,$4867.00,29-9-2020 0:00:00,$661.00,"CASH","","","PAYTM IN DEEPAK ACCOUNT"
$904.00,$2500.00,$2843.00,$4898.00,9-10-2020 0:00:00,$3600.00,"CASH","","",""
$905.00,$2501.00,$2795.00,$4850.00,13-10-2020 0:00:00,$5027.00,"NEFT / RTGS","","",""
$906.00,$2502.00,$2852.00,$4907.00,13-10-2020 0:00:00,$1000.00,"CASH","","",""
$907.00,$2503.00,$2776.00,$4831.00,1-10-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$908.00,$2504.00,$2780.00,$4835.00,7-10-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$909.00,$2505.00,$2787.00,$4842.00,13-10-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$910.00,$2506.00,$2516.00,$4571.00,14-10-2020 0:00:00,$24265.00,"CHEQUE","399987","AXIS BANK LTD",""
$911.00,$2507.00,$2240.00,$4295.00,4-1-2020 0:00:00,$7646.00,"CHEQUE","","",""
$912.00,$2508.00,$2141.00,$4196.00,17-1-2020 0:00:00,$10195.00,"CHEQUE","000189","",""
$913.00,$2509.00,$1884.00,$3939.00,21-1-2020 0:00:00,$7568.00,"CASH","","",""
$914.00,$2510.00,$2277.00,$4332.00,3-12-2019 0:00:00,$43908.00,"NEFT / RTGS","","",""
$915.00,$2511.00,$2282.00,$4337.00,6-12-2019 0:00:00,$51236.00,"NEFT / RTGS","","",""
$916.00,$2512.00,$2333.00,$4388.00,21-1-2020 0:00:00,$24085.00,"CHEQUE","","",""
$917.00,$2513.00,$2415.00,$4470.00,23-1-2020 0:00:00,$2000.00,"NEFT / RTGS","","",""
$918.00,$2514.00,$2865.00,$4920.00,19-10-2020 0:00:00,$1650.00,"CASH","","",""
$919.00,$2515.00,$2856.00,$4911.00,15-10-2020 0:00:00,$35000.00,"CASH","","",""
$920.00,$2516.00,$2856.00,$4911.00,16-10-2020 0:00:00,$40000.00,"CASH","","",""
$921.00,$2517.00,$2856.00,$4911.00,21-10-2020 0:00:00,$21300.00,"CASH","","",""
$922.00,$2518.00,$2810.00,$4865.00,21-10-2020 0:00:00,$18861.00,"NEFT / RTGS","","",""
$923.00,$2519.00,$2802.00,$4857.00,21-10-2020 0:00:00,$29836.00,"NEFT / RTGS","","",""
$924.00,$2520.00,$2807.00,$4862.00,22-10-2020 0:00:00,$28871.00,"NEFT / RTGS","","",""
$925.00,$2521.00,$2861.00,$4916.00,22-10-2020 0:00:00,$1000.00,"CASH","","",""
$926.00,$2522.00,$2847.00,$4902.00,28-10-2020 0:00:00,$2240.00,"CASH","","",""
$927.00,$2523.00,$2891.00,$4946.00,31-10-2020 0:00:00,$3800.00,"CASH","","","AFTER DISOUNT"
$928.00,$2524.00,$2536.00,$4591.00,31-10-2020 0:00:00,$200000.00,"NEFT / RTGS","","","FROM - SIRMAUR SOAP AND ALLIED"
$929.00,$2525.00,$2896.00,$4951.00,31-10-2020 0:00:00,$200000.00,"NEFT / RTGS","","","FROM - SIRMAUR SOAP AND ALLIED"
$930.00,$2526.00,$2828.00,$4883.00,2-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$931.00,$2527.00,$2862.00,$4917.00,4-11-2020 0:00:00,$44925.00,"NEFT / RTGS","","",""
$932.00,$2528.00,$2902.00,$4957.00,4-11-2020 0:00:00,$5847.00,"NEFT / RTGS","","",""
$933.00,$2529.00,$2933.00,$4988.00,12-11-2020 0:00:00,$1790.00,"CASH","","",""
$934.00,$2530.00,$2934.00,$4989.00,12-11-2020 0:00:00,$1030.00,"CASH","","",""
$935.00,$2531.00,$2897.00,$4952.00,19-11-2020 0:00:00,$200000.00,"NEFT / RTGS","","",""
$936.00,$2532.00,$2886.00,$4941.00,19-11-2020 0:00:00,$55639.00,"NEFT / RTGS","","",""
$937.00,$2533.00,$2853.00,$4908.00,23-11-2020 0:00:00,$1808.00,"NEFT / RTGS","","",""
$938.00,$2534.00,$2835.00,$4890.00,10-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$939.00,$2535.00,$2837.00,$4892.00,20-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$940.00,$2536.00,$2864.00,$4919.00,24-11-2020 0:00:00,$40882.00,"CHEQUE","","",""
$941.00,$2537.00,$2903.00,$4958.00,25-12-2020 0:00:00,$10584.00,"CHEQUE","001709","HDFC BANK",""
$942.00,$2538.00,$2901.00,$4956.00,3-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$943.00,$2539.00,$2932.00,$4987.00,2-12-2020 0:00:00,$4284.00,"CHEQUE","376064","STATE BANK OF INDIA",""
$944.00,$2540.00,$2907.00,$4962.00,2-12-2020 0:00:00,$4284.00,"CHEQUE","239387","STATE BANK OF INDIA",""
$945.00,$2541.00,$2953.00,$5008.00,4-12-2020 0:00:00,$47124.00,"CHEQUE","","",""
$946.00,$2542.00,$2955.00,$5010.00,5-12-2020 0:00:00,$24450.00,"NEFT / RTGS","","",""
$947.00,$2543.00,$2939.00,$4994.00,8-12-2020 0:00:00,$1000.00,"CASH","","",""
$948.00,$2544.00,$2952.00,$5007.00,9-12-2020 0:00:00,$2200.00,"CASH","","",""
$949.00,$2545.00,$2966.00,$5021.00,9-12-2020 0:00:00,$1000.00,"","","",""
$950.00,$2546.00,$2981.00,$5036.00,9-12-2020 0:00:00,$2000.00,"","","",""
$951.00,$2547.00,$2870.00,$4925.00,3-12-2020 0:00:00,$20000.00,"NEFT / RTGS","","",""
$952.00,$2548.00,$2880.00,$4935.00,5-12-2020 0:00:00,$15000.00,"CHEQUE","","",""
$953.00,$2549.00,$2984.00,$5039.00,11-12-2020 0:00:00,$2000.00,"CASH","","",""
$954.00,$2550.00,$2987.00,$5042.00,12-12-2020 0:00:00,$2900.00,"CASH","","",""
$955.00,$2551.00,$2922.00,$4977.00,14-12-2020 0:00:00,$24864.00,"NEFT / RTGS","","",""
$956.00,$2552.00,$2925.00,$4980.00,14-12-2020 0:00:00,$1920.00,"CASH","","",""
$957.00,$2553.00,$2612.00,$4667.00,13-8-2020 0:00:00,$23587.00,"NEFT / RTGS","","",""
$958.00,$2554.00,$2752.00,$4807.00,12-8-2020 0:00:00,$25650.00,"CASH","","",""
$959.00,$2555.00,$2916.00,$4971.00,17-12-2020 0:00:00,$16203.00,"CASH","","",""
$960.00,$2556.00,$3003.00,$5058.00,22-12-2020 0:00:00,$793.00,"CASH","","",""
$961.00,$2557.00,$3004.00,$5059.00,22-12-2020 0:00:00,$937.00,"CASH","","",""
$962.00,$2558.00,$3010.00,$5065.00,24-12-2020 0:00:00,$1000.00,"CASH","","",""
$963.00,$2559.00,$3015.00,$5070.00,31-12-2020 0:00:00,$26040.00,"NEFT / RTGS","","",""
$964.00,$2560.00,$2913.00,$4968.00,10-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$965.00,$2561.00,$2935.00,$4990.00,20-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$966.00,$2562.00,$2954.00,$5009.00,24-11-2020 0:00:00,$40882.00,"NEFT / RTGS","","",""
$967.00,$2563.00,$2968.00,$5023.00,2-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$968.00,$2564.00,$2982.00,$5037.00,24-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$969.00,$2565.00,$2991.00,$5046.00,29-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$970.00,$2566.00,$3017.00,$5072.00,31-12-2020 0:00:00,$35774.00,"NEFT / RTGS","","",""
$971.00,$2567.00,$2990.00,$5045.00,30-12-2020 0:00:00,$14175.00,"CASH","","",""
$972.00,$2568.00,$2890.00,$4945.00,11-11-2020 0:00:00,$105402.00,"CHEQUE","","PNB",""
$973.00,$2569.00,$2947.00,$5002.00,5-12-2020 0:00:00,$170332.00,"CHEQUE","438144","PNB",""
$974.00,$2570.00,$3020.00,$5075.00,5-1-2021 0:00:00,$153619.00,"CHEQUE","438158","PNB",""
$975.00,$2571.00,$2814.00,$4869.00,7-1-2021 0:00:00,$8845.00,"NEFT / RTGS","","",""
